window_start_ms,window_end_ms,label,capture_role,plc_ip,session_id,host_id,scenario_id,episode_id,opcua_packet_count,opcua_byte_count,opcua_frame_len_mean,opcua_frame_len_std,opcua_unique_src_ip_count,opcua_unique_dst_ip_count,opcua_unique_tcp_stream_count,opcua_hel_count,opcua_opn_count,opcua_msg_count,opcua_clo_count,opcua_err_count,opcua_status_good_count,opcua_status_uncertain_count,opcua_status_bad_count,opcua_get_endpoints_count,opcua_open_secure_channel_count,opcua_close_secure_channel_count,opcua_create_session_count,opcua_activate_session_count,opcua_close_session_count,opcua_browse_count,opcua_read_count,opcua_write_count,opcua_create_subscription_count,opcua_create_monitored_items_count,opcua_max_create_session_by_single_src,opcua_max_browse_by_single_src
1786292635000,1786292640000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,252,33864,134.381,34.203,2,2,1,0,2,108,0,0,55,0,0,0,1,0,0,0,0,0,49,0,0,0,0,0
1786292640000,1786292645000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,214,28632,133.794,37.777,2,2,1,0,0,92,0,0,46,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0
1786292645000,1786292650000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,248,33514,135.137,33.623,2,2,1,0,0,110,0,0,55,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0
1786292650000,1786292655000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,238,31970,134.328,32.512,2,2,1,0,0,105,0,0,52,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0
1786292655000,1786292660000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,224,29936,133.643,35.844,2,2,1,0,0,97,0,0,49,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0
1786292660000,1786292665000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,250,33778,135.112,35.663,2,2,1,0,0,110,0,0,55,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0
1786292665000,1786292670000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,212,28224,133.132,33.718,2,2,1,0,0,92,0,0,46,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0
1786292670000,1786292675000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,250,33538,134.152,32.962,2,2,1,0,0,110,0,0,55,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0
1786292675000,1786292680000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,214,28632,133.794,37.777,2,2,1,0,0,92,0,0,46,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0
1786292680000,1786292685000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,248,33514,135.137,33.623,2,2,1,0,0,110,0,0,55,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0
1786292685000,1786292690000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,250,33538,134.152,32.962,2,2,1,0,0,110,0,0,55,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0
1786292690000,1786292695000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,214,28488,133.121,36.083,2,2,1,0,0,92,0,0,46,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0
1786292695000,1786292700000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,250,33778,135.112,35.663,2,2,1,0,0,110,0,0,55,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0
1786292700000,1786292705000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,212,28224,133.132,33.718,2,2,1,0,0,92,0,0,46,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0
1786292705000,1786292710000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,250,33682,134.728,34.531,2,2,1,0,0,110,0,0,55,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0
1786292710000,1786292715000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,206,27692,134.427,35.266,2,2,1,0,0,90,0,0,45,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0
1786292715000,1786292720000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,254,33874,133.362,35.134,2,2,1,0,0,110,0,0,55,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0
1786292720000,1786292725000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,250,33538,134.152,32.962,2,2,1,0,0,110,0,0,55,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0
1786292725000,1786292730000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,212,28512,134.491,37.263,2,2,1,0,0,92,0,0,46,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0
1786292730000,1786292735000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,252,33754,133.944,34.656,2,2,1,0,0,110,0,0,55,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0
