window_start_ms,window_end_ms,label,capture_role,plc_ip,session_id,host_id,scenario_id,episode_id,opcua_packet_count,opcua_byte_count,opcua_frame_len_mean,opcua_frame_len_std,opcua_unique_src_ip_count,opcua_unique_dst_ip_count,opcua_unique_tcp_stream_count,opcua_hel_count,opcua_opn_count,opcua_msg_count,opcua_clo_count,opcua_err_count,opcua_status_good_count,opcua_status_uncertain_count,opcua_status_bad_count,opcua_get_endpoints_count,opcua_open_secure_channel_count,opcua_close_secure_channel_count,opcua_create_session_count,opcua_activate_session_count,opcua_close_session_count,opcua_browse_count,opcua_read_count,opcua_write_count,opcua_create_subscription_count,opcua_create_monitored_items_count,opcua_max_create_session_by_single_src,opcua_max_browse_by_single_src
1786293065000,1786293070000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,220,29620,134.636,35.583,2,2,1,0,0,96,0,0,47,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0
1786293070000,1786293075000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,234,31778,135.803,35.246,2,2,1,0,0,104,0,0,53,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0
1786293075000,1786293080000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,250,33490,133.96,32.562,2,2,1,0,0,110,0,0,55,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0
1786293080000,1786293085000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,214,28392,132.673,34.745,2,2,1,0,0,92,0,0,46,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0
1786293085000,1786293090000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,248,33262,134.121,36.084,2,2,1,0,0,108,0,0,54,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0
1786293090000,1786293095000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,210,28248,134.514,34.966,2,2,1,0,0,92,0,0,46,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0
1786293095000,1786293100000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,252,33610,133.373,33.092,2,2,1,0,0,110,0,0,55,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0
1786293100000,1786293105000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,250,33682,134.728,34.531,2,2,1,0,0,110,0,0,55,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0
1786293105000,1786293110000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,212,28512,134.491,37.263,2,2,1,0,0,92,0,0,46,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0
1786293110000,1786293115000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,250,33490,133.96,32.562,2,2,1,0,0,110,0,0,55,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0
1786293115000,1786293120000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,214,28392,132.673,34.745,2,2,1,0,0,92,0,0,46,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0
1786293120000,1786293125000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,250,33778,135.112,35.663,2,2,1,0,0,110,0,0,55,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0
1786293125000,1786293130000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,216,28608,132.444,36.594,2,2,1,0,0,92,0,0,46,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0
1786293130000,1786293135000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,250,33538,134.152,32.962,2,2,1,0,0,110,0,0,55,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0
1786293135000,1786293140000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,248,33514,135.137,33.623,2,2,1,0,0,110,0,0,55,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0
1786293140000,1786293145000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,208,27956,134.404,37.585,2,2,1,0,0,90,0,0,45,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0
1786293145000,1786293150000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,250,33490,133.96,32.562,2,2,1,0,0,110,0,0,55,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0
1786293150000,1786293155000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,212,28416,134.038,35.974,2,2,1,0,0,92,0,0,46,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0
1786293155000,1786293160000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,250,33634,134.536,34.153,2,2,1,0,0,110,0,0,55,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0
1786293160000,1786293165000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,248,33514,135.137,33.623,2,2,1,0,0,110,0,0,55,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0
1786293165000,1786293170000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,216,28512,132,35.28,2,2,1,0,0,92,0,0,46,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0
1786293170000,1786293175000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,254,34018,133.929,36.6,2,2,1,0,0,110,0,0,55,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0
1786293175000,1786293180000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,212,28368,133.811,35.541,2,2,1,0,0,92,0,0,46,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0
1786293180000,1786293185000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,248,33370,134.556,32.003,2,2,1,0,0,110,0,0,55,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0
1786293185000,1786293190000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,252,33802,134.135,35.029,2,2,1,0,0,110,0,0,55,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0
1786293190000,1786293195000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,214,28632,133.794,37.777,2,2,1,0,0,92,0,0,46,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0
1786293195000,1786293200000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,250,33490,133.96,32.562,2,2,1,0,0,110,0,0,55,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0
1786293200000,1786293205000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,214,28392,132.673,34.745,2,2,1,0,0,92,0,0,46,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0
1786293205000,1786293210000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,250,33778,135.112,35.663,2,2,1,0,0,110,0,0,55,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0
1786293210000,1786293215000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,252,33754,133.944,34.656,2,2,1,0,0,110,0,0,55,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0
1786293215000,1786293220000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,206,27596,133.961,33.86,2,2,1,0,0,90,0,0,45,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0
1786293220000,1786293225000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,252,33754,133.944,34.656,2,2,1,0,0,110,0,0,55,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0
1786293225000,1786293230000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,214,28632,133.794,37.777,2,2,1,0,0,92,0,0,46,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0
1786293230000,1786293235000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,250,33490,133.96,32.562,2,2,1,0,0,110,0,0,55,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0
1786293235000,1786293240000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,248,33562,135.331,34.007,2,2,1,0,0,110,0,0,55,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0
1786293240000,1786293245000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,214,28488,133.121,36.083,2,2,1,0,0,92,0,0,46,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0
1786293245000,1786293250000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,250,33634,134.536,34.153,2,2,1,0,0,110,0,0,55,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0
1786293250000,1786293255000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,212,28272,133.358,34.178,2,2,1,0,0,92,0,0,46,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0
1786293255000,1786293260000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,252,33898,134.516,36.143,2,2,1,0,0,110,0,0,55,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0
1786293260000,1786293265000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,212,28368,133.811,35.541,2,2,1,0,0,92,0,0,46,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0
1786293265000,1786293270000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,248,33370,134.556,32.003,2,2,1,0,0,110,0,0,55,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0
1786293270000,1786293275000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,248,33562,135.331,34.007,2,2,1,0,0,110,0,0,55,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0
1786293275000,1786293280000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,218,28872,132.44,38.721,2,2,1,0,0,92,0,0,46,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0
1786293280000,1786293285000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,250,33490,133.96,32.562,2,2,1,0,0,110,0,0,55,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0
1786293285000,1786293290000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,210,27836,132.552,35.032,2,2,1,0,0,90,0,0,45,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0
1786293290000,1786293295000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,248,33658,135.718,35.158,2,2,1,0,0,110,0,0,55,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0
1786293295000,1786293300000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,214,28488,133.121,36.083,2,2,1,0,0,92,0,0,46,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0
1786293300000,1786293305000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,250,33538,134.152,32.962,2,2,1,0,0,110,0,0,55,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0
1786293305000,1786293310000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,224,30078,134.277,34.864,2,2,1,0,0,98,0,0,49,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0
1786293310000,1786293315000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,242,32308,133.504,37.245,2,2,1,0,0,104,0,0,52,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0
1786293315000,1786293320000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,252,33610,133.373,33.092,2,2,1,0,0,110,0,0,55,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0
1786293320000,1786293325000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,212,28416,134.038,35.974,2,2,1,0,0,92,0,0,46,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0
1786293325000,1786293330000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,250,33634,134.536,34.153,2,2,1,0,0,110,0,0,55,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0
1786293330000,1786293335000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,212,28368,133.811,35.541,2,2,1,0,0,92,0,0,46,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0
1786293335000,1786293340000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,248,33418,134.75,32.41,2,2,1,0,0,110,0,0,55,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0
1786293340000,1786293345000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,212,28512,134.491,37.263,2,2,1,0,0,92,0,0,46,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0
1786293345000,1786293350000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,248,33514,135.137,33.623,2,2,1,0,0,110,0,0,55,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0
1786293350000,1786293355000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,250,33490,133.96,32.562,2,2,1,0,0,110,0,0,55,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0
1786293355000,1786293360000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,212,28416,134.038,35.974,2,2,1,0,0,92,0,0,46,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0
1786293360000,1786293365000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,242,32982,136.289,34.882,2,2,1,0,0,108,0,0,54,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0
1786293365000,1786293370000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,216,28794,133.306,33.512,2,2,1,0,0,94,0,0,47,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0
1786293370000,1786293375000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,248,33088,133.419,33.663,2,2,1,0,0,108,0,0,54,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0
1786293375000,1786293380000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,252,33898,134.516,36.143,2,2,1,0,0,110,0,0,55,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0
1786293380000,1786293385000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,212,28368,133.811,35.541,2,2,1,0,0,92,0,0,46,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0
1786293385000,1786293390000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,254,33778,132.984,33.983,2,2,1,0,0,110,0,0,55,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0
1786293390000,1786293395000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,212,28368,133.811,35.541,2,2,1,0,0,92,0,0,46,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0
1786293395000,1786293400000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,252,33898,134.516,36.143,2,2,1,0,0,110,0,0,55,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0
1786293400000,1786293405000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,252,33610,133.373,33.092,2,2,1,0,0,110,0,0,55,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0
1786293405000,1786293410000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,212,28416,134.038,35.974,2,2,1,0,0,92,0,0,46,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0
1786293410000,1786293415000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,250,33634,134.536,34.153,2,2,1,0,0,110,0,0,55,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0
1786293415000,1786293420000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,212,28368,133.811,35.541,2,2,1,0,0,92,0,0,46,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0
1786293420000,1786293425000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,250,33538,134.152,32.962,2,2,1,0,0,110,0,0,55,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0
1786293425000,1786293430000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,210,28584,136.114,39.195,2,2,1,0,0,92,0,0,46,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0
1786293430000,1786293435000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,246,33078,134.463,34.397,2,2,1,0,0,108,0,0,54,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0
1786293435000,1786293440000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,252,33754,133.944,34.656,2,2,1,0,0,110,0,0,55,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0
1786293440000,1786293445000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,212,28272,133.358,34.178,2,2,1,0,0,92,0,0,46,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0
1786293445000,1786293450000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,248,33658,135.718,35.158,2,2,1,0,0,110,0,0,55,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0
1786293450000,1786293455000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,212,28368,133.811,35.541,2,2,1,0,0,92,0,0,46,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0
1786293455000,1786293460000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,252,33610,133.373,33.092,2,2,1,0,0,110,0,0,55,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0
1786293460000,1786293465000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,250,33682,134.728,34.531,2,2,1,0,0,110,0,0,55,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0
1786293465000,1786293470000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,212,28512,134.491,37.263,2,2,1,0,0,92,0,0,46,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0
1786293470000,1786293475000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,248,33370,134.556,32.003,2,2,1,0,0,110,0,0,55,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0
1786293475000,1786293480000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,212,28416,134.038,35.974,2,2,1,0,0,92,0,0,46,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0
1786293480000,1786293485000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,250,33634,134.536,34.153,2,2,1,0,0,110,0,0,55,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0
1786293485000,1786293490000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,214,28488,133.121,36.083,2,2,1,0,0,92,0,0,46,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0
1786293490000,1786293495000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,250,33538,134.152,32.962,2,2,1,0,0,110,0,0,55,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0
1786293495000,1786293500000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,248,33658,135.718,35.158,2,2,1,0,0,110,0,0,55,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0
1786293500000,1786293505000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,210,28248,134.514,34.966,2,2,1,0,0,92,0,0,46,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0
1786293505000,1786293510000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,246,32934,133.878,32.79,2,2,1,0,0,108,0,0,54,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0
1786293510000,1786293515000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,212,28416,134.038,35.974,2,2,1,0,0,92,0,0,46,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0
1786293515000,1786293520000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,248,33658,135.718,35.158,2,2,1,0,0,110,0,0,55,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0
1786293520000,1786293525000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,252,33610,133.373,33.092,2,2,1,0,0,110,0,0,55,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0
1786293525000,1786293530000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,212,28272,133.358,34.178,2,2,1,0,0,92,0,0,46,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0
1786293530000,1786293535000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,252,33898,134.516,36.143,2,2,1,0,0,110,0,0,55,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0
1786293535000,1786293540000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,210,28248,134.514,34.966,2,2,1,0,0,92,0,0,46,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0
1786293540000,1786293545000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,252,33658,133.563,33.486,2,2,1,0,0,110,0,0,55,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0
1786293545000,1786293550000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,252,33754,133.944,34.656,2,2,1,0,0,110,0,0,55,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0
1786293550000,1786293555000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,212,28512,134.491,37.263,2,2,1,0,0,92,0,0,46,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0
1786293555000,1786293560000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,248,33370,134.556,32.003,2,2,1,0,0,110,0,0,55,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0
1786293560000,1786293565000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,216,28656,132.667,37.016,2,2,1,0,0,92,0,0,46,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0
1786293565000,1786293570000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,250,33634,134.536,34.153,2,2,1,0,0,110,0,0,55,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0
1786293570000,1786293575000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,246,33394,135.748,33.065,2,2,1,0,0,110,0,0,55,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0
1786293575000,1786293580000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,208,27716,133.25,34.464,2,2,1,0,0,90,0,0,45,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0
1786293580000,1786293585000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,250,33778,135.112,35.663,2,2,1,0,0,110,0,0,55,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0
1786293585000,1786293590000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,210,28248,134.514,34.966,2,2,1,0,0,92,0,0,46,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0
1786293590000,1786293595000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,250,33490,133.96,32.562,2,2,1,0,0,110,0,0,55,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0
1786293595000,1786293600000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,248,33562,135.331,34.007,2,2,1,0,0,110,0,0,55,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0
1786293600000,1786293605000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,212,28512,134.491,37.263,2,2,1,0,0,92,0,0,46,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0
1786293605000,1786293610000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,252,33610,133.373,33.092,2,2,1,0,0,110,0,0,55,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0
1786293610000,1786293615000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,212,28272,133.358,34.178,2,2,1,0,0,92,0,0,46,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0
1786293615000,1786293620000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,250,33778,135.112,35.663,2,2,1,0,0,110,0,0,55,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0
1786293620000,1786293625000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,210,28248,134.514,34.966,2,2,1,0,0,92,0,0,46,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0
1786293625000,1786293630000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,250,33538,134.152,32.962,2,2,1,0,0,110,0,0,55,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0
1786293630000,1786293635000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,252,33754,133.944,34.656,2,2,1,0,0,110,0,0,55,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0
1786293635000,1786293640000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,212,28512,134.491,37.263,2,2,1,0,0,92,0,0,46,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0
1786293640000,1786293645000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,252,33610,133.373,33.092,2,2,1,0,0,110,0,0,55,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0
1786293645000,1786293650000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,212,28416,134.038,35.974,2,2,1,0,0,92,0,0,46,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0
1786293650000,1786293655000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,244,32958,135.074,33.865,2,2,1,0,0,108,0,0,54,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0
1786293655000,1786293660000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,224,29948,133.696,35.551,2,2,1,0,0,97,0,0,48,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0
1786293660000,1786293665000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,240,32078,133.658,33.369,2,2,1,0,0,105,0,0,53,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0
1786293665000,1786293670000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,250,33778,135.112,35.663,2,2,1,0,0,110,0,0,55,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0
